ลําดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,"รหัส
รับรวม",รับ,สมัคร,ผาน,"ยืนยัน
สิทธิ์","อัตราการ
แขงขัน",คะแนนสูงสุด,คะแนนต่ําสุด
7223,31960501902501B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission2,,,2,7,2,2,1 : 3.5,10852.94,10119.14
7224,31960503300401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเกษตรและชีวภาพ,วิศวกรรมเกษตร (4ป),,Admission1,,,3,11,3,3,1 : 3.67,0,0
7225,31960503300401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเกษตรและชีวภาพ,วิศวกรรมเกษตร (4ป),,Admission2,,,2,8,2,1,1 : 4,10139.99,10139.99
7226,31960503301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,"วิศวกรรม
โทรคมนาคม (4ป)",,Admission1,,,3,20,3,3,1 : 6.67,0,0
7227,31960503301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission1,,,3,67,3,3,1 : 22.33,0,0
7228,31960503301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,"วิศวกรรม
โทรคมนาคม (4ป)",,Admission2,,,2,9,2,1,1 : 4.5,4367.55,4367.55
7229,31960503301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission2,,,2,40,2,2,1 : 20,15722.45,14660.6
7230,31960503302101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมโยธา,,,Admission1,,,3,131,3,3,1 : 43.67,0,0
7231,31960503302101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมโยธา,,,Admission2,,,2,56,2,2,1 : 28,16646.15,14920.74
7232,31960503302801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมสิ่งแวดลอม,,,Admission1,,,3,46,5,3,1 : 15.33,0,0
7233,31960503302801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมสิ่งแวดลอม,,,Admission2,,,2,17,1,1,1 : 8.5,11773.69,11773.69
7234,31960503303001A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเหมืองแร,,,Admission1,,,3,31,3,3,1 : 10.33,0,0
7235,31960503303001A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเหมืองแร,,,Admission2,,,2,11,2,2,1 : 5.5,12239.19,11866.6
7236,31960503303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมการผลิต
(4ป)",,Admission1,,,3,20,3,3,1 : 6.67,0,0
7237,31960503303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมอุตสา
หการ (4ป)",,Admission1,,,3,37,3,3,1 : 12.33,0,0
7238,31960503303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมการผลิต
(4ป)",,Admission2,,,2,8,2,2,1 : 4,11216.7,10934.7
7239,31960503303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมอุตสา
หการ (4ป)",,Admission2,,,2,18,2,2,1 : 9,13177.04,12095.49
7240,31960503701901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมไฟฟา,"วิศวกรรม
อิเล็กทรอนิกสและ
โทรคมนาคม (5ป)",,Admission1,,,3,6,1,1,1 : 2,0,0
7241,31960503701901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมไฟฟา,"วิศวกรรม
คอมพิวเตอร (5ป)",,Admission1,,,3,19,3,3,1 : 6.33,0,0
7242,31960503701901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมไฟฟา,"วิศวกรรม
คอมพิวเตอร (5ป)",,Admission2,,,2,8,2,2,1 : 4,16155.94,10184.34
7243,31960503701901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมไฟฟา,"วิศวกรรม
อิเล็กทรอนิกสและ
โทรคมนาคม (5ป)",,Admission2,,,2,2,0,0,1 : 1,0,0
7244,31960503702101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมโยธา,,,Admission1,,,3,6,3,3,1 : 2,0,0
7245,31960503702101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมโยธา,,,Admission2,,,2,6,2,1,1 : 3,9082.34,9082.34
7246,31960503703401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมอุตสาหการ,,,Admission1,,,3,12,3,3,1 : 4,0,0
7247,31960503703401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมอุตสาหการ,,,Admission2,,,2,3,1,1,1 : 1.5,11565.84,11565.84
7248,31960504400701A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,"คณะศิลปกรรมและสถาปตยกรรม
ศาสตร",สถ.บ. สถาปตยกรรมภายใน,,,Admission1,,,3,87,3,3,1 : 29,0,0
